palabra1,palabra2,compuesta,Clase
beef,beef,beef lamb,0
lamb,lamb,lamb burger,0
chocolate,chocolate,chocolate raspberry,0
beef,beef,beef chow,0
cheese,cheese,cheese corn,0
prosciutto,prosciutto,prosciutto pizza,0
crusted,crusted,crusted salmon,0
cajun,cajun,cajun fry,0
grilled,grilled,grilled beef,0
chocolate,chocolate,chocolate almond,0
chicken,chicken,chicken mole,0
lunch,lunch,lunch buffet,0
roast,roast,roast pork,0
herb,herb,herb crusted,0
melted,melted,melted italian,0
chocolate,chocolate,chocolate banana,0
wine,wine,wine sauce,0
chip,chip,chip fried,0
belly,belly,belly taco,0
grilled,grilled,grilled bread,0
pastum,pastum,pastum marinara,0
blend,blend,blend italian,0
fish,fish,fish soup,0
char,char,char seasoning,0
seasoning,seasoning,seasoning fire,0
salad,salad,salad sandwich,0
chicken,chicken,chicken burger,0
creamed,creamed,creamed corn,0
bacon,bacon,bacon onion,0
pan,pan,pan roast,0
chili,chili,chili lime,0
cheese,cheese,cheese fried,0
meat,meat,meat plate,0
chicken,chicken,chicken skewer,0
chinese,chinese,chinese food,0
roll,roll,roll shrimp,0
topped,topped,topped homemade,0
tomato,tomato,tomato onion,0
pork,pork,pork shrimp,0
steamed,steamed,steamed bun,0
steak,steak,steak chicken,0
ribeye,ribeye,ribeye char,0
macadamium,macadamium,macadamium nut,0
chocolate,chocolate,chocolate croissant,0
parmesan,parmesan,parmesan breaded,0
yellow,yellow,yellow curry,0
fetum,fetum,fetum fry,0
half,half,half order,0
andy,andy,andy fried,0
rice,rice,rice pudding,0
salmon,salmon,salmon roe,0
lobster,lobster,lobster crab,0
blueberry,blueberry,blueberry scone,0
deliciou,deliciou,deliciou love,0
fat,fat,fat fry,0
grilled,grilled,grilled teriyaki,0
mushroom,mushroom,mushroom onion,0
mixed,mixed,mixed grill,0
turkey,turkey,turkey sandwich,0
grilled,grilled,grilled calamari,0
rice,rice,rice egg,0
bacon,bacon,bacon waffle,0
tiger,tiger,tiger shrimp,0
baked,baked,baked creamy,0
tomato,tomato,tomato avocado,0
turkey,turkey,turkey breast,0
lemon,lemon,lemon pepper,0
sauce,sauce,sauce chicken,0
blueberry,blueberry,blueberry lemon,0
tuna,tuna,tuna taco,0
glass,glass,glass noodle,0
lemon,lemon,lemon aioli,0
rice,rice,rice salad,0
caramel,caramel,caramel chocolate,0
spinach,spinach,spinach tomato,0
special,special,special chicken,0
cheese,cheese,cheese ball,0
duck,duck,duck fat,0
chocolate,chocolate,chocolate fudge,0
creamed,creamed,creamed spinach,0
salmon,salmon,salmon teriyaki,0
lunch,lunch,lunch box,0
coconut,coconut,coconut ice,0
butter,butter,butter croissant,0
roll,roll,roll californium,0
house,house,house pickle,0
corn,corn,corn bread,0
pork,pork,pork cheese,0
spicy,spicy,spicy raman,0
crafthau,crafthau,crafthau dinner,0
cheese,cheese,cheese croissant,0
chicken,chicken,chicken garlic,0
fudge,fudge,fudge brownie,0
pork,pork,pork bao,0
spicy,spicy,spicy scallop,0
vegan,vegan,vegan gluten,0
sauce,sauce,sauce rice,0
grill,grill,grill crafthau,0
curry,curry,curry beef,0
spicy,spicy,spicy wonton,0
special,special,special roll,0
smoked,smoked,smoked pork,0
asada,asada,asada burrito,0
burger,burger,burger soup,0
pastum,pastum,pastum chip,0
cheese,cheese,cheese salad,0
chinese,chinese,chinese sausage,0
tuna,tuna,tuna sashimi,0
walnut,walnut,walnut shrimp,0
hawaiian,hawaiian,hawaiian bbq,0
sushi,sushi,sushi platter,0
chip,chip,chip cannoli,0
salted,salted,salted fish,0
chicken,chicken,chicken lettuce,0
smoked,smoked,smoked rib,0
honey,honey,honey walnut,0
onion,onion,onion pancake,0
scallop,scallop,scallop shrimp,0
penne,penne,penne pastum,0
riblet,riblet,riblet fry,0
pork,pork,pork chive,0
maki,maki,maki roll,0
chicken,chicken,chicken enchilada,0
pickled,pickled,pickled radish,0
turkey,turkey,turkey sausage,0
lech,lech,lech cake,0
fish,fish,fish cake,0
burger,burger,burger bacon,0
lobster,lobster,lobster taco,0
egg,egg,egg custard,0
american,american,american cheese,0
tortilla,tortilla,tortilla soup,0
garlic,garlic,garlic herb,0
hot,hot,hot wing,0
katsu,katsu,katsu burger,0
chocolate,chocolate,chocolate tart,0
sweet,sweet,sweet soy,0
fish,fish,fish curry,0
coffee,coffee,coffee ice,0
chicken,chicken,chicken souvlaki,0
beef,beef,beef bowl,0
taco,taco,taco plate,0
oatmeal,oatmeal,oatmeal raisin,0
fried,fried,fried layered,0
deliciou,deliciou,deliciou meal,0
marinated,marinated,marinated pork,0
fish,fish,fish sandwich,0
roasted,roasted,roasted sweet,0
thai,thai,thai iced,0
banana,banana,banana walnut,0
salmon,salmon,salmon benedict,0
shrimp,shrimp,shrimp rigatoni,0
vegetable,vegetable,vegetable salad,0
wonton,wonton,wonton soup,0
leche,leche,leche cheesecake,0
tiger,tiger,tiger roll,0
deliciou,deliciou,deliciou chicken,0
caramelized,caramelized,caramelized banana,0
mango,mango,mango sorbet,0
cheese,cheese,cheese fondue,0
beef,beef,beef hot,0
cheddar,cheddar,cheddar burger,0
complimentary,complimentary,complimentary dessert,0
roasted,roasted,roasted duck,0
onion,onion,onion mushroom,0
sushi,sushi,sushi boat,0
fry,fry,fry sauce,0
onion,onion,onion pepper,0
pork,pork,pork raman,0
lentil,lentil,lentil salad,0
rice,rice,rice spicy,0
bacon,bacon,bacon ranch,0
lemon,lemon,lemon ricottum,0
house,house,house bread,0
shredded,shredded,shredded pork,0
volcano,volcano,volcano roll,0
calory,calory,calory double,0
salad,salad,salad bowl,0
cheese,cheese,cheese bread,0
ponzu,ponzu,ponzu sauce,0
hash,hash,hash egg,0
baked,baked,baked chicken,0
truffle,truffle,truffle parmesan,0
pumpkin,pumpkin,pumpkin cheesecake,0
texa,texa,texa toast,0
rib,rib,rib brisket,0
teriyaki,teriyaki,teriyaki bento,0
tomato,tomato,tomato mozzarella,0
egg,egg,egg fried,0
creamy,creamy,creamy seafood,0
layered,layered,layered italian,0
topped,topped,topped cherry,0
ricottum,ricottum,ricottum pancake,0
duck,duck,duck egg,0
pepper,pepper,pepper alfredo,0
pound,pound,pound mushroom,0
chicken,chicken,chicken chow,0
pepper,pepper,pepper sauce,0
basil,basil,basil chicken,0
sour,sour,sour pork,0
pastum,pastum,pastum baked,0
lamb,lamb,lamb skewer,0
cheese,cheese,cheese tart,0
seafood,seafood,seafood noodle,0
crab,crab,crab shrimp,0
spicy,spicy,spicy rice,0
black,black,black dragon,0
large,large,large portion,0
salmon,salmon,salmon cream,0
chili,chili,chili chicken,0
mango,mango,mango ice,0
bacon,bacon,bacon sausage,0
cabbage,cabbage,cabbage salad,0
rib,rib,rib cheese,0
sauce,sauce,sauce spinach,0
tuna,tuna,tuna avocado,0
seafood,seafood,seafood alfredo,0
wonton,wonton,wonton noodle,0
truffle,truffle,truffle cheese,0
bean,bean,bean ice,0
vanilla,vanilla,vanilla custard,0
vietnamese,vietnamese,vietnamese coffee,0
taco,taco,taco pastor,0
lobster,lobster,lobster grilled,0
truffle,truffle,truffle oil,0
cream,cream,cream deliciou,0
chicken,chicken,chicken vega,0
meatball,meatball,meatball sandwich,0
thai,thai,thai peanut,0
mushroom,mushroom,mushroom truffle,0
apple,apple,apple cinnamon,0
grilled,grilled,grilled fish,0
shrimp,shrimp,shrimp ball,0
stuffed,stuffed,stuffed rigatoni,0
grilled,grilled,grilled vegetable,0
egg,egg,egg sauce,0
lobster,lobster,lobster salad,0
waffle,waffle,waffle strawberry,0
seafood,seafood,seafood salad,0
mixed,mixed,mixed berry,0
avocado,avocado,avocado roll,0
mushroom,mushroom,mushroom egg,0
chile,chile,chile verde,0
cheese,cheese,cheese smoked,0
fried,fried,fried potato,0
cold,cold,cold brew,0
sausage,sausage,sausage pizza,0
lemon,lemon,lemon curd,0
cheese,cheese,cheese sweet,0
mini,mini,mini cupcake,0
red,red,red cabbage,0
strawberry,strawberry,strawberry nutella,0
cheese,cheese,cheese crisp,0
spicy,spicy,spicy fried,0
fried,fried,fried mushroom,0
vanilla,vanilla,vanilla cake,0
thai,thai,thai noodle,0
butter,butter,butter cup,0
chicken,chicken,chicken sausage,0
coconut,coconut,coconut macaroon,0
tomato,tomato,tomato fresh,0
blue,blue,blue burger,0
tomato,tomato,tomato cucumber,0
french,french,french bread,0
bao,bao,bao bun,0
super,super,super fresh,0
chocolate,chocolate,chocolate ganache,0
roasted,roasted,roasted mushroom,0
shrimp,shrimp,shrimp pad,0
crunch,crunch,crunch roll,0
beef,beef,beef sirloin,0
noodle,noodle,noodle roll,0
cucumber,cucumber,cucumber avocado,0
meat,meat,meat platter,0
lentil,lentil,lentil soup,0
raspberry,raspberry,raspberry sorbet,0
mushroom,mushroom,mushroom flatbread,0
mediterranean,mediterranean,mediterranean salad,0
fried,fried,fried sweet,0
herb,herb,herb spice,0
salad,salad,salad tomato,0
beef,beef,beef roll,0
leg,leg,leg shrimp,0
tea,tea,tea cake,0
beef,beef,beef bulgogi,0
chile,chile,chile pork,0
house,house,house chip,0
almond,almond,almond butter,0
steamed,steamed,steamed shrimp,0
roll,roll,roll vermicelli,0
cake,cake,cake ice,0
baked,baked,baked bread,0
noodle,noodle,noodle beef,0
garlic,garlic,garlic edamame,0
pastrami,pastrami,pastrami sandwich,0
chicken,chicken,chicken platter,0
roasted,roasted,roasted bone,0
fry,fry,fry cheese,0
cheese,cheese,cheese cream,0
onion,onion,onion cheese,0
beef,beef,beef skewer,0
hot,hot,hot fudge,0
salted,salted,salted egg,0
rice,rice,rice crispy,0
potato,potato,potato roasted,0
spicy,spicy,spicy sausage,0
almond,almond,almond milk,0
potato,potato,potato cheese,0
hot,hot,hot spicy,0
yummy,yummy,yummy food,0
waffle,waffle,waffle sandwich,0
thanksgiving,thanksgiving,thanksgiving craftkitchen,0
crab,crab,crab benedict,0
veggie,veggie,veggie bowl,0
beef,beef,beef pancake,0
grass,grass,grass jelly,0
egg,egg,egg tart,0
shrimp,shrimp,shrimp appetizer,0
spinach,spinach,spinach mushroom,0
andouille,andouille,andouille sausage,0
blueberry,blueberry,blueberry cheesecake,0
brisket,brisket,brisket pulled,0
blue,blue,blue corn,0
bbq,bbq,bbq duck,0
chicken,chicken,chicken onion,0
garlic,garlic,garlic oil,0
thai,thai,thai fried,0
combination,combination,combination flavor,0
ham,ham,ham egg,0
hummu,hummu,hummu kaftum,0
vegan,vegan,vegan chocolate,0
pepper,pepper,pepper fry,0
piece,piece,piece chicken,0
spicy,spicy,spicy roll,0
steamed,steamed,steamed pork,0
beef,beef,beef cheese,0
pancake,pancake,pancake breakfast,0
steak,steak,steak bowl,0
chicken,chicken,chicken biscuit,0
pork,pork,pork fried,0
chocolate,chocolate,chocolate pie,0
mexican,mexican,mexican food,0
chicken,chicken,chicken kebab,0
fried,fried,fried roll,0
coconut,coconut,coconut curry,0
aged,aged,aged cheddar,0
strawberry,strawberry,strawberry chocolate,0
sun,sun,sun dried,0
fresh,fresh,fresh herb,0
butter,butter,butter lettuce,0
dinner,dinner,dinner special,0
antipasto,antipasto,antipasto platter,0
cream,cream,cream ice,0
chicken,chicken,chicken combo,0
pork,pork,pork egg,0
cheese,cheese,cheese mushroom,0
bean,bean,bean paste,0
nutella,nutella,nutella strawberry,0
mozzarella,mozzarella,mozzarella pesto,0
roll,roll,roll fried,0
pesto,pesto,pesto crostini,0
fish,fish,fish chicken,0
cream,cream,cream waffle,0
snow,snow,snow ice,0
crispy,crispy,crispy tofu,0
raspberry,raspberry,raspberry tart,0
spicy,spicy,spicy soup,0
sandwich,sandwich,sandwich special,0
flour,flour,flour tortilla,0
thai,thai,thai basil,0
fish,fish,fish fried,0
cucumber,cucumber,cucumber roll,0
rice,rice,rice shrimp,0
shrimp,shrimp,shrimp clam,0
butter,butter,butter cookie,0
provolone,provolone,provolone cheese,0
cream,cream,cream fresh,0
smoked,smoked,smoked sauce,0
hummu,hummu,hummu trio,0
dried,dried,dried tomato,0
blueberry,blueberry,blueberry buttermilk,0
roasted,roasted,roasted potato,0
red,red,red chile,0
taco,taco,taco spicy,0
taco,taco,taco flavor,0
pickled,pickled,pickled vegetable,0
tomato,tomato,tomato bisque,0
crab,crab,crab lobster,0
taco,taco,taco carne,0
iced,iced,iced coffee,0
pork,pork,pork sweet,0
ground,ground,ground chicken,0
salmon,salmon,salmon burger,0
hot,hot,hot juicy,0
red,red,red chocolate,0
super,super,super yummy,0
rice,rice,rice grilled,0
turkey,turkey,turkey bacon,0
ground,ground,ground pork,0
chicken,chicken,chicken pastum,0
beef,beef,beef combo,0
chip,chip,chip monster,0
matcha,matcha,matcha tea,0
honey,honey,honey garlic,0
large,large,large pizza,0
curry,curry,curry noodle,0
chashu,chashu,chashu bowl,0
bulgogi,bulgogi,bulgogi beef,0
poblano,poblano,poblano pepper,0
steamed,steamed,steamed egg,0
chicken,chicken,chicken meal,0
blueberry,blueberry,blueberry muffin,0
chocolate,chocolate,chocolate bread,0
soft,soft,soft ice,0
honey,honey,honey glazed,0
beef,beef,beef sashimi,0
chicken,chicken,chicken parmigiana,0
spicy,spicy,spicy tomato,0
fried,fried,fried catfish,0
buttery,buttery,buttery flavor,0
grape,grape,grape leafe,0
street,street,street noodle,0
orange,orange,orange blossom,0
ocean,ocean,ocean trout,0
strawberry,strawberry,strawberry coconut,0
wrapped,wrapped,wrapped bacon,0
dish,dish,dish pizza,0
honey,honey,honey bbq,0
egg,egg,egg potato,0
frozen,frozen,frozen custard,0
fresh,fresh,fresh basil,0
lobster,lobster,lobster clam,0
mozzarella,mozzarella,mozzarella stick,0
lemon,lemon,lemon vinaigrette,0
cream,cream,cream topped,0
ricottum,ricottum,ricottum cheese,0
mozzarella,mozzarella,mozzarella basil,0
mexican,mexican,mexican street,0
basil,basil,basil pesto,0
southern,southern,southern fried,0
chef,chef,chef stuffed,0
shack,shack,shack burger,0
shrimp,shrimp,shrimp rice,0
salad,salad,salad salmon,0
honey,honey,honey butter,0
pastum,pastum,pastum shrimp,0
shrimp,shrimp,shrimp chip,0
sweet,sweet,sweet treat,0
lamb,lamb,lamb kebab,0
chicken,chicken,chicken fajitum,0
fry,fry,fry taco,0
chicken,chicken,chicken fajita,0
chip,chip,chip guacamole,0
gorgonzola,gorgonzola,gorgonzola salad,0
thai,thai,thai spicy,0
shrimp,shrimp,shrimp bowl,0
food,food,food drink,0
crispy,crispy,crispy beef,0
cilantro,cilantro,cilantro lime,0
beef,beef,beef burrito,0
cheese,cheese,cheese grilled,0
meringue,meringue,meringue pie,0
steak,steak,steak shrimp,0
sliced,sliced,sliced beef,0
chicken,chicken,chicken sweet,0
banana,banana,banana crepe,0
doughnut,doughnut,doughnut christma,0
soba,soba,soba noodle,0
yogurt,yogurt,yogurt parfait,0
salmon,salmon,salmon grilled,0
vegetable,vegetable,vegetable tempura,0
lemon,lemon,lemon grass,0
bourbon,bourbon,bourbon brown,0
thai,thai,thai beef,0
chocolate,chocolate,chocolate torte,0
steak,steak,steak mushroom,0
albacore,albacore,albacore tuna,0
mushroom,mushroom,mushroom burger,0
baked,baked,baked lobster,0
lemon,lemon,lemon cake,0
spaghetti,spaghetti,spaghetti marinara,0
potato,potato,potato gnocchi,0
chirashi,chirashi,chirashi bowl,0
rib,rib,rib beef,0
sausage,sausage,sausage gravy,0
guacamole,guacamole,guacamole chip,0
beef,beef,beef shawarma,0
fried,fried,fried bean,0
dessert,dessert,dessert sampler,0
rock,rock,rock roll,0
steak,steak,steak lobster,0
sausage,sausage,sausage mushroom,0
steamed,steamed,steamed fish,0
shrimp,shrimp,shrimp vegetable,0
torched,torched,torched sushi,0
grilled,grilled,grilled juicy,0
milk,milk,milk soft,0
chili,chili,chili pork,0
beef,beef,beef pad,0
grilled,grilled,grilled mushroom,0
sourdough,sourdough,sourdough bread,0
steamed,steamed,steamed dumpling,0
spicy,spicy,spicy crispy,0
brownie,brownie,brownie bite,0
roasted,roasted,roasted salmon,0
cheese,cheese,cheese sour,0
osterium,osterium,osterium brunch,0
melted,melted,melted cheese,0
roast,roast,roast chicken,0
chicken,chicken,chicken raman,0
chicken,chicken,chicken biryani,0
soy,soy,soy garlic,0
caribbean,caribbean,caribbean bowl,0
wrap,wrap,wrap caribbean,0
ranch,ranch,ranch wrap,0
sauce,sauce,sauce deliciou,0
crispy,crispy,crispy egg,0
mochi,mochi,mochi ice,0
chicken,chicken,chicken steamed,0
kale,kale,kale quinoa,0
sticky,sticky,sticky bun,0
quinoa,quinoa,quinoa bowl,0
doughnut,doughnut,doughnut cake,0
vanilla,vanilla,vanilla gelato,0
watermelon,watermelon,watermelon salad,0
garlic,garlic,garlic chip,0
seasonal,seasonal,seasonal vegetable,0
mixed,mixed,mixed mushroom,0
toasted,toasted,toasted bread,0
souvlaki,souvlaki,souvlaki dinner,0
smoked,smoked,smoked duck,0
cinnamon,cinnamon,cinnamon swirl,0
dill,dill,dill pickle,0
tomato,tomato,tomato cheese,0
fry,fry,fry beer,0
chocolate,chocolate,chocolate crepe,0
hummu,hummu,hummu pitum,0
sliced,sliced,sliced rib,0
vega,vega,vega jone,0
sticky,sticky,sticky asian,0
fresh,fresh,fresh salad,0
katsu,katsu,katsu chicken,0
cake,cake,cake chocolate,0
garlic,garlic,garlic noodle,0
pastum,pastum,pastum sliced,0
burger,burger,burger onion,0
baked,baked,baked egg,0
creamy,creamy,creamy penne,0
waffle,waffle,waffle vanilla,0
pork,pork,pork soup,0
ponzu,ponzu,ponzu wasabi,0
bean,bean,bean rice,0
steak,steak,steak fajita,0
avocado,avocado,avocado sandwich,0
corn,corn,corn dog,0
onion,onion,onion roasted,0
veggie,veggie,veggie roll,0
butter,butter,butter sauce,0
oreo,oreo,oreo cookie,0
salmon,salmon,salmon mango,0
crust,crust,crust pizza,0
spicy,spicy,spicy basil,0
cookie,cookie,cookie chocolate,0
chili,chili,chili pepper,0
garlic,garlic,garlic aioli,0
sauce,sauce,sauce parmesan,0
sausage,sausage,sausage sandwich,0
mushroom,mushroom,mushroom pepper,0
free,free,free dessert,0
cookie,cookie,cookie butter,0
potato,potato,potato onion,0
style,style,style beef,0
reuben,reuben,reuben sandwich,0
parmesan,parmesan,parmesan cheese,0
cheese,cheese,cheese yummy,0
mini,mini,mini taco,0
mozzarella,mozzarella,mozzarella garlic,0
fire,fire,fire chicken,0
asian,asian,asian cauliflower,0
small,small,small salad,0
garlic,garlic,garlic olive,0
potato,potato,potato bacon,0
corn,corn,corn beef,0
steak,steak,steak dinner,0
chilli,chilli,chilli chicken,0
meat,meat,meat pie,0
cucumber,cucumber,cucumber tomato,0
ricottum,ricottum,ricottum cheesecake,0
kurobutum,kurobutum,kurobutum pork,0
marinated,marinated,marinated steak,0
rib,rib,rib fried,0
chicken,chicken,chicken bbq,0
chicken,chicken,chicken bean,0
mixed,mixed,mixed salad,0
spicy,spicy,spicy cajun,0
cookie,cookie,cookie ice,0
chicken,chicken,chicken benedict,0
pickled,pickled,pickled red,0
pastrami,pastrami,pastrami burger,0
bone,bone,bone filet,0
baked,baked,baked bbq,0
almond,almond,almond raspberry,0
trout,trout,trout roe,0
cheese,cheese,cheese potato,0
strawberry,strawberry,strawberry balsamic,0
lemon,lemon,lemon juice,0
classic,classic,classic breakfast,0
shrimp,shrimp,shrimp lobster,0
doughnut,doughnut,doughnut vanilla,0
paneer,paneer,paneer tikka,0
croissant,croissant,croissant sandwich,0
butter,butter,butter ice,0
spaghetti,spaghetti,spaghetti meat,0
corn,corn,corn salsa,0
romaine,romaine,romaine lettuce,0
taco,taco,taco rice,0
nutella,nutella,nutella banana,0
falafel,falafel,falafel pitum,0
stuffed,stuffed,stuffed shrimp,0
chocolate,chocolate,chocolate macadamium,0
broiled,broiled,broiled salmon,0
mango,mango,mango salsa,0
mango,mango,mango coconut,0
corn,corn,corn cake,0
protein,protein,protein bowl,0
seed,seed,seed bagel,0
chicken,chicken,chicken soup,0
pork,pork,pork sauce,0
thai,thai,thai shrimp,0
bread,bread,bread olive,0
pork,pork,pork banh,0
grilled,grilled,grilled glazed,0
crunchy,crunchy,crunchy roll,0
glazed,glazed,glazed housemade,0
oxtail,oxtail,oxtail chili,0
rib,rib,rib chicken,0
cajun,cajun,cajun chicken,0
soft,soft,soft boiled,0
classic,classic,classic blend,0
veggie,veggie,veggie wrap,0
blend,blend,blend cheddar,0
garlic,garlic,garlic rice,0
bean,bean,bean cheese,0
double,double,double bacon,0
chicken,chicken,chicken adobo,0
lox,lox,lox bagel,0
meat,meat,meat side,0
chocolate,chocolate,chocolate frosting,0
cream,cream,cream macaroni,0
mushroom,mushroom,mushroom sauce,0
fettuccine,fettuccine,fettuccine alfredo,0
bbq,bbq,bbq shrimp,0
housemade,housemade,housemade bourbon,0
seafood,seafood,seafood tofu,0
miso,miso,miso salmon,0
fish,fish,fish ball,0
sushi,sushi,sushi plate,0
belly,belly,belly nigiri,0
chili,chili,chili dog,0
vermicelli,vermicelli,vermicelli bowl,0
